,product_name,brand,water_usage_liters,carbon_footprint_kg,energy_consumption_kwh,packaging_waste_g,biodegradability,hazardous_chemicals,recyclability_score,environmental_certifications,environmental_impact_score
5011,Cosmetic product,Bourjois,2952.0,177.6711,17.0376,186,0.01,0,4,0,0.4598
5012,L'Oréal Paris Pure-Clay Mask,L'Oréal Paris,4.67,0.3445,1.101,18,0.6362,3,6,0,0.2671
5013,Mascara,MAYBELLINE,0.0,0.2,0.0,5,98.0,1,8,0,0.4
5014,SOFT HANDS,NIVEA,0.0,0.0,0.342,20,0.0,0,7,1,0.198
5015,Aqua Tan,Piz Buin,10.2,1.07,3.83,102,0.49,19,4,0,0.61
5016,Vaseline Intensive Care dry skin lotion,Vaseline,16.33,0.103556,0.0104544,27,0.000589835,0,7,0,0.0319026
5017,Eye Brightening Concentrate with Hyaluronic Acid and Hydrolyzed Collagen,Bio Seaweed Gel,48.8,1.27829283,2.57576093,34,0.65000002,4,6,0,0.337198432
5018,Coconut Hair Oil,Nivea,2.0,0.035,3.0,23,100.0,0,8,1,23.8
5019,Cream Mascara,L'Oreal Paris,0.0,10.369,0.161,4,6.9,14,7,0,0.838
5020,Pink Peony Body Lotion,Dove,0.0,0.0,0.0,10,100.0,0,1,0,2.0
5021,Pure CBD Oil 3% 500ml,NOBLE Hemp,14.6,100.371,18.34,30,1.0,0,4,0,0.917253446
5022,Mineral Foundation,Inika,0.0,0.0,0.0,94,100.0,0,2,0,0.0
5023,Storm Climate Resilient Hair Care,Storm London,19.0,0.065,0.021,18,33.0,4,3,0,0.091
5024,Royal Jelly & Honey Moisture Cream,AVEENO,158.0,5.341,5.759,70,0.784,3,6,1,0.583
5025,Vanish Gold Oxygen Bleach,Vanish,0.0,0.0,0.0,0,0.0,0,10,0,0.0
5026,JENNIFER LIGHTNING BOTTOM BODY LOTION,Jennifer,352.0,13.1,0.155,99,92.0,0,5,0,0.0011782135
5027,Belle de Jour Hand and Body Lotion,Belle de Jour,12.0,9.5203339,0.03447025,34,60.0,1,7,0,4.2375154
5028,Fresh 0° Nourishing Cream,Fresh,2.0,0.036,0.0,49,90.0,14,1,0,0.00979236
5029,Saphir,Aubade,3.43,0.059,0.362,18,34.0,0,7,2,0.045
5030,Hydra Matte Moisturizer,Clinique,0.25,0.05312274,0.12804139,3,0.875,0,8,0,0.00311347
5031,APPLE FACIAL SOAP,AQUAFINA,179.0,0.14954562,0.682652,20,22.0,6,7,0,0.56383124
5032,CINNAHOLIC CINNAHOLIC EYE CREAM,CINNAHOLIC,20.0,2.04,0.11,1093,67.27,0,6,1,0.9475
5033,Cetaphil Daily Facial Cleanser,Cetaphil,12.0,0.2631,0.4845,15,93.33,1,9,1,0.1585
5034,Hair Vitality,L'Oreal,0.17,0.0034,0.0014,9,0.85,0,10,1,0.3558
5035,Shampoo,Garnier,21.0,0.474,1.47,120,0.75,2,8,1,0.777
5036,Natural Skin Care,Natural Skin Care,17.15,0.0165,0.0061,1,34.0,8,7,1,0.3080808
5037,Biotime Skin Rejuvenating Serum,Biotime,1.8,0.241123116,0.021697485,25,79.1,1,0,0,0.19777763
5038,Revitalising Hand Cream,bobbi brown,1.0,0.329,0.021,8,0.521,0,10,0,0.165
5039,Garnier Fructis 0.00,Garnier,2.0,0.01,0.00705,40,0.53,0,6,0,0.09553333
5040,Baby Sun Cream SPF 50,Nivea,65.0,4.22,0.154,5,22.97,1,4,0,0.354
5041,Dermalogica - Multi-Active Toner,Dermalogica,1.5,0.0081,0.0014,122,54.0,2,7,0,0.0693
5042,MAYBELLINE NEW YORK - Fitting Foundation,MAYBELLINE NEW YORK,0.0,0.0,0.0,2,100.0,0,8,0,0.0
5043,Coconut Body Butter Cream,The Body Shop,5.0,2.92,0.002,7,84.0,8,5,0,0.491
5044,LABELLE DU MONDE COSMETIC,LE BLANC,1739.0,0.43,14.0,274,0.42,0,8,0,0.58
5045,Pure Black Mascara,Rimmel,1.0,0.252,0.008,18,85.1,4,10,0,0.399
5046,L'Oreal Paris Elvive Total Repair 5 Repairing Shampoo 500 ml,L'Oreal Paris,2.6,0.143,0.285,59,0.64,2,9,0,0.992
5047,Jojoba Oil Mask,TEAOIL,4.0,0.203,0.0101,6,98.0,0,6,0,0.0789
5048,Garnier - Hydra-Active Moisturising Gel,Garnier,1.76,0.041,0.071,13,96.5,4,2,0,0.575
5049,Lakmé Absolute White Intense Fairness Cream,Lakmé,17.3,1.1095,1.01,10,0.9733211656170984,4,8,0,0.2194692752685357
5050,Lip gloss,Maybelline,20.0,0.012,0.002,3,0.0,1,2,0,0.069
5051,Tony Moly Cat Chu Fluffy Moisture Cream,Tony Moly,0.75,0.0014,0.005,125,94.0,0,5,1,0.0
5052,Skincare Essentials Kit,Clinique,1.2,0.00773,0.00055,17,0.15,0,8,0,0.252
5053,Nature's Gate Shampoo,Nature's Gate,11.0,0.48674028,0.05998773,21,95.4,0,10,0,0.2844754
5054,YOUTH TO THE PEAK FOUNDATION,YOUTH TO THE PEAK,0.0,0.0,2.87,24,71.0,1,4,0,0.211815229
5055,Garnier Micellar Gel Cleanser,Garnier,9.4,0.038,0.207,18,0.49,2,5,0,0.367
5056,Soy wax candle,James Fearnley & Co,18.0,1.37,1.84,25,0.98,4,8,0,0.6836857462142428
5057,BODY GLOSS SHIMMER GEL,BODY GLOSS,5.09,0.016,0.007,224,80.0,3,6,2,0.046
5058,SKIN FOOD SKINCARE ESSENCE FABULOUS APPLE BERRY,SOOP,0.0,0.0,0.0,17,0.0,0,7,0,0.0
5059,Vitamin E + Firming Moisturizing Cream,Caudalie,43.0,2.13,1.3,60,0.525,1,4,0,0.338
5060,Fresh n Juicy Hand Sanitizer,SARA,139.0,0.388,0.343,53,0.677,2,7,0,0.352
5061,Dove DermaSeries Moisture Cream,Dove,12.0,1.1663,0.1313,21,0.3146,2,8,0,0.4488
5062,Fresh - What's your skin type?,Fresh,52.0,2.25,1.12,51,0.0,1,3,1,0.25
5063,Cosmetic Product 3014,Brand 1,0.0,0.0,0.0,20,0.0,0,6,0,0.0
5064,SUNBURN™ REPAIRING CREAM,CLARINS,1.7,1.1,0.017,41,0.0,3,8,0,0.894
5065,AHA Fruit Enzyme Mask,The Body Shop,0.0,0.0,0.0,15,8.36,0,10,0,0.0
5066,MUA PRO Makeup Brush Cleaning Spray,MUA PRO,7.3,0.017341065,0.046666666,5,85.3241793,1,8,0,0.051384616
5067,Essence of Freshness,Clinique,21.6666666666667,0.177107485092155,0.589494834738774,31,84.0,15,5,1,0.313228674760565
5068,Brightening Cream,L'Oréal Paris,22.5,2.714,0.253,182,83.0,13,5,0,0.962
5069,Pearl Perfector - Hydrating Day Cream,Hylunia,27.05,0.127,1.97,30,95.0,0,9,0,0.394
5070,Aloe Vera Gel,Kohinoor,18.9384,0.03769,0.002365,15,0.66,2,3,0,0.02488
5071,Vegetal Body Cream,"Otsuka Pharmaceutical Co., Ltd.",150.0,145.32,17.95,33,70.71,1,5,1,0.69150002
5072,REN Clean Skincare - Evercalm Global Protection Day Cream,REN,11.0,1.12,0.333,20,9.1,1,8,0,42.91141422960945
5073,Almay Smart Shade CC Cream SPF 20,ALMAY,0.6,1.24,0.104,12,0.98,2,3,2,0.437
5074,Talcum Powder,L'Oreal,8.6,1.15,5.98,64,7.2,0,0,0,1.04
5075,Fair Trade Shea Butter Hand Cream,The Body Shop,11.2,0.0,1.7,20,0.23,0,4,2,0.0
5076,L'OCCITANE Shea Butter Hand Cream,L'OCCITANE,1.4,1.375,2.0,20,63.0,3,7,1,0.328
5077,PInk Creme Blush,Pink Sugar,0.3,1.244,1.81,200,74.72,0,6,0,0.197
5078,Creamy Natural,The Body Shop,192.0,59.14,21.61,70,89.91,0,7,1,5.12
5079,Aqualabel,MAYBELLINE,0.32,3.13,0.62,4,0.33,8,6,0,1.71
5080,GOLD CAPS,The Body Shop,1.0,0.0,0.035,17,99.0,0,1,0,0.0
5081,Anti-Pollution Biocleanser,Clarins,240.0,0.519,1.111,16,0.51,0,9,0,0.313
5082,Lip Balm,Lush,1.0,0.14266,1.92,1,47.1,7,7,0,0.32932
5083,RoC Retinol Correction Cream,RoC,2706.0,35.5,11.0,24,99.5,0,7,0,25.3
5084,SENSATIONAL CHANGE EYE PALETTE,L'Oreal Paris,173.32,1.47,0.004,9,68.39,2,7,0,0.71
5085,Supreme Hydrating Cleanser,SkinCeuticals,2.5,1.88,0.0246,27,0.64,4,6,1,0.3046
5086,Squared Watermelon Fragrance Lip Balm,Kiss Me,5.3,0.114,0.0249,11,97.85,10,6,0,0.163
5087,Vitamin C Serum,Skin & Me,88.0,2.574995,1.76800006,7,0.0,0,9,0,0.025690212
5088,L'Oreal Paris Age Perfect Cream-in-Stick,L'Oreal Paris,10.0,12.795770000000001,1.45,15,0.0,0,9,0,11.24577
5089,Skin Lightening Cream,ZINZANA,2.0,0.349,0.03,73,10.0,5,3,0,0.278
5090,Color Stay Whitening Cushion,L.P. Cosmetics,0.41,0.203,0.623,98,0.0,0,5,0,0.209
5091,MORPHOSOFT®,MORPHOSOFT®,1.8,2.42,0.05165333,2,14.18,3,10,0,0.59709846
5092,Neutrogena Oil-Free Moisture SPF20,Neutrogena,2.8,0.135,0.059,2,0.175,24,2,0,0.546
5093,Cetaphil Gentle Skin Cleanser,Cetaphil,95.0,0.5615,42.9,15,52.0,1,7,0,0.5286666666666666
5094,Brahmi Hair Serum,Kama Ayurveda,0.943,0.02,0.00044,3,0.25,0,8,0,0.00099
5095,Sweetfruity,Lush,0.68,1.02,0.08,6,35.0,0,9,0,0.114699415
5096,Avène Body SPF 30 Oil-Free Spray,Avène,18.3,0.17240219,1.38,52,50.0,0,5,0,0.071894855
5097,Skin lightening cream,Klairs,44.0,1.97,3.08,187,0.75,8,8,0,0.32
5098,BODY MILK GEL,NIVEA,136.0,1103.0,13.32,48,0.97,0,8,1,0.806738105
5099,Garnier Pure Active Oil-Free Gel Cleanser,Garnier,5.0,0.02515187,1.33,16,60.0,0,5,0,0.01185721
5100,"Chemical Sunscreen, SPF 30+, 100mL",Neutrogena,127.5,0.294,12.28,143,88.0,2,4,0,0.258
5101,Skin Active Microbiol,AJAL,26.2,0.3074,2.14,17,97.83,2,5,2,0.3955
5102,OCTAVE EARTH,MARNI,104.0,4.00243125,5.23,26,0.0,0,7,0,0.60234375
5103,VEOV-100% PURE RETINOL CREAM,VOYA,0.0,1.2,0.0,10,0.0,1,9,0,0.125
5104,Vitamin C Eye Serum,Vitamin C Eye Serum,0.5,0.00540000000000247,0.0025,3,0.02,0,5,0,0.6796931301045526
5105,Hh. Alphabetic Facial Serum (250ml),Hh. Alphabetic,0.0,0.031,1.4,32,0.0,0,6,0,0.091
5106,DEEP SEA MOISTURISING CREAM,ALDI,2.0,1.9999,0.0495,63,0.8333,13,0,0,0.5051
5107,Natural Ultra Hydration Mask,Glamglow,1.0,0.987,0.0036,33,0.49,1,6,0,0.665
5108,L'OrĂ©al Paris Revitalift Filler,L'OrĂ©al Paris,1.55,0.614,2.88,25,92.0,10,8,1,0.327
5109,Himalaya Herbals Neem Face Wash,Himalaya Herbals,3.23,0.09,2.6,25,45.72,7,10,0,0.2675
5110,Smile,Veronica Cosmetics,0.35,9.3,1.46,10,0.81,0,2,0,0.657294771169525
5111,KISS DREAM BODY WASH 500ML,KISS,1.0,1.3696,0.0346,24,95.0,1,6,0,0.3554
5112,Sistema de limpieza,Beiersdorf,45.0,0.004519664,0.07500733,278,0.51807656,11,7,2,0.09795212
5113,MEN'S 2 IN 1 SHAMPOO CONDITIONER,OGX,173.309,0.673,21.717,160,96.0,0,4,0,0.113
5114,SUNBURST CHERRY SHIMMERING LIP TINT,THE FACE SHOP,161.6,0.261,1.8,8,72.0,1,5,0,0.829
5115,NIVEA Milk Care 3 in 1 Sun Kids SPF 50+ Sunscreen Spray,NIVEA,100.0,0.786,2.12,55,96.0,0,9,0,0.087
5116,Skin Highlighting Pen (Dark),Guerlain,0.0,4.57,2.99,1,0.0,0,8,1,1.39
5117,Pure beauty extract,Skincare,1543.0,8.4086658917817,16.644841985305,2138,0.15636365316435,5,4,0,0.41924016650669
5118,Hair Care - Nourish & Moisture Cream Hair,TRESemmé,0.0,0.62,1.71,14,100.0,0,10,0,0.52
5119,L'OREAL PARIS Revitalift Moisturiser Day,L'OREAL PARIS,1.19,0.155,0.02,20,98.14,10,3,0,87.22
5120,L'Oréal Paris Elvive Total Repair 5 Damage-Erasing Balm,L'Oréal Paris,32.0,0.75,6.4,15,92.2,0,7,1,0.51
5121,L’Oréal Paris Elvive Extraordinary Oil Hair Mask with Argan Oil,L'Oréal Paris,0.0,0.154,0.035,30,60.46,18,8,0,0.714
5122,L'Oreal Paris Colour Riche Le Matte Lipstick - 704,L'Oreal Paris,17.18,0.379,0.379,5,86.0,4,5,0,0.295
5123,Pure Unrefined Organic Shea Butter,Shea Moisture,22.0,0.0,0.3,23,0.85,3,7,0,0.521563896515736
5124,Women Mud Mask - 100 g,Murad,0.15,1.11,29.94,23,0.7,4,5,0,0.19318978
5125,L'Oreal Paris Pure Clay Mask Purify & Mattify,L'Oreal Paris,6.7,0.158,0.00791,16,21.5,1,4,0,0.07528
5126,Camellia Oil,Olive Branch,0.0,0.0,14.0,57,0.0,0,7,0,1.9414
5127,EOS Coconut Milk Shampoo and Conditioner Duo,EOS,45.0,16.75,2.38,195,75.0,14,9,0,0.893447731
5128,Dove Purely Pampering Body Wash,Dove,5.3,0.0228,0.2799,21,90.0,1,8,0,0.0073
5129,Sweet Pea Soap,Lush,6.3,0.0,0.068,29,100.0,0,8,0,0.25
5130,Sara Lee Natural Care Extra Sensitive Baby Wipe,Sara Lee,13.2,4.59,1.94,11,90.78,1,5,0,0.22975056
5131,Eye Perfector,Clinique,0.3,0.007496476,0.002032697,54,0.32,0,8,1,0.06002846
5132,RADIANCE,Lancôme,1.7,4.612305586,0.21100000000000002,76,100.0,1,8,1,0.03282996184
5133,Tan Luxe Watermelon Scented Self Tan Drops Face,Tan Luxe,0.19,2.23,2.67,26,91.4,1,6,0,0.189
5134,Cosmopolitan Smooth and Radiant Skin Cream,Cosmopolitan,172.0,2.85,5.6,18,95.0,0,7,0,0.15434596500000003
5135,Bamford Natural Bronze,Bamford,5.8,0.085,1.13,8,90.0,0,7,0,0.094
5136,HONEY & ICE CREAM SCENTED LOTION,Lush,12.173,0.291,1.09,10,70.0004,2,1,1,0.462
5137,Hair Mask,Faith in Nature,4.4,0.002,0.058,10,0.68,8,8,0,0.782
5138,Hair & Scalp Care,Dove,4.0,0.06190305,3.23,45,0.3,0,4,0,0.0001131021
5139,Hair Straightening System,Garnier,24.0,0.182,0.01,111,50.0,2,2,0,0.784
5140,KOSMETIK-LIPSTICK-POMADE-SHELTER-EYES-PINK-03,KOSMETIK,1.06,0.344000000000001,0.015,2,0.985,1,3,0,0.562999999999999
5141,Forever Young 3D Firming and Wrinkle Repair Cream,L'Oréal Paris,1.2,0.334,0.067,131,51.14,3,2,0,0.741
5142,Goodness,The Body Shop,6.45,1.56,1.2,16,94.1,0,1,2,0.656031937358671
5143,Marula Pure Glow Oil,The Ordinary,0.0,0.44,0.12,14,0.0,1,7,0,0.68532759
5144,Samsung Prelude,SAMSUNG,1.88,0.091,0.052,21,0.56,4,6,0,0.273
5145,SACHA INCHI OIL,L’OCCITANE,28.67,0.046565491,0.052469365,132,92.0,6,9,0,0.052680542
5146,Baby Shampoo,Johnson's,3.0,0.0,0.0,15,99.9,0,4,0,0.0
5147,Mascara,Maybelline,0.0,0.07,0.0,8,0.83,0,4,0,0.021
5148,FUEL PREMIUM-100% PERFECT HANDS CREAM,FUEL,1.25,1.22,0.093,27,23.84,1,9,1,0.059
5149,Mattifying cleansing cream,EUROPE,4.25,0.04891505,0.16,31,86.0,0,1,0,0.1010594
5150,TattooCamo,TattooCamo,36.0,10.45,0.0527,210,92.5,0,10,0,0.016134593
5151,YULI - 'Mighty Green' Moisturising Day Cream SPF 15,YULI,0.6,0.00177,0.00569,16,93.85,0,5,0,0.46656
5152,LUXURIOUS SHAMPOO,TRESEMME,20.0,0.51175,0.58795,134,82.0,2,9,0,0.86662
5153,MARNYS® HERBAL SHAVE CREAM,MARNYS®,52.64,0.205,0.462,50,89.25,0,9,0,0.281
5154,Nourishing face cream,Souvenir,3.0,2.088205179,1.614997642,7,0.0,7,2,0,0.91873497
5155,Nivea Moisturizing Day Cream SPF 15,Nivea,0.18,0.00471,0.00417,167,0.95,2,4,0,0.02748
5156,Kiss My Face Organics Pure Olive Oil Shampoo,Kiss My Face Organics,19.39,0.12,0.053,45,95.1,0,6,0,0.579
5157,Stay Clean Purifying Face Scrub,PACIFICA,0.57,0.374,0.012,15,97.28,0,8,2,0.777
5158,Mary Kay® Hydrate + Plumping Mask,Mary Kay,0.0,0.0,1.14,140,0.44,0,8,0,0.29
5159,Hair Care,Shiseido,0.19,0.23,0.04,22,0.57,2,6,0,0.64
5160,Vanilla Bean Body Butter,Lush,1.45,0.9328,14.13,31,92.91,2,9,0,0.8044
5161,MENU GLOSS,MENU,2.31,0.021,0.029,11,99.0,0,3,0,0.035
5162,TREsemme Shampoo,TREsemme,1.36,0.005696888,0.005493621,19,1.0,0,5,0,0.509661032
5163,Molton Brown Hand and Nail Cream,Molton Brown,2.5,1.42,0.016,8,47.72,0,5,0,0.855
5164,Pacifica Dreamy Eye Shadow Palette,Pacifica,120.0,10.22,0.13,24,92.22,0,1,0,0.85
5165,Lip balm,Akoya,1.3,0.4649,0.000785,3,0.069432995,0,7,0,0.316699993
5166,RADIANCE CONCEALER,Guerlain,0.75,0.01,0.000102,11,0.0,1,1,0,0.005688436
5167,L'Oréal Paris Elvive Total Repair 5 Damage Erasing Balm,L'Oréal Paris,5.0,3.6,0.82,18,0.0,15,2,0,0.995
5168,SUN SENSATION® SUNCARE™ PRIMER,SUN SENSATION®,150.0,0.227,15.0,28,98.0,0,7,0,0.284
5169,GARNIER Moisture Bomb Tissue Mask,GARNIER,74.0,2.84,1.25,12,0.01,4,9,1,0.55258336
5170,TRESemmé Pro Pure Volume Shampoo,TRESemmé,0.0,1.75,1.11,110,0.82,1,5,0,1.62
5171,HYPOALLERGENIC CREAM,LA ROCHE POSAY,11.88,0.25,1.31,10,92.64,1,5,0,0.4
5172,Coola® Mineral Sunscreen Spray SPF 30,Coola,4.0,0.312,1.237,13,0.4,0,2,0,46.1575
5173,Skin Perfecting Foundation,L'Oréal Paris,5.2,0.271,0.386,56,0.52,6,2,1,0.475
5174,Clear and Healthy Skin,WEN,112.0,29.812,1.24,10,80.0,4,5,0,1.799
5175,Skin Actives Hydro Booster,L'Oréal Paris,177.2,0.161,0.073,163,90.0,0,7,0,0.117
5176,"Aromatherapy Massage Oil (Lemon, Frankincense & Myrrh)",Highland Treasures,21.65,0.068,1.9,56,100.0,0,5,0,0.00838
5177,Nail Polish,OPI,4.5,28.032,1.379,43,0.02999999463558198,0,3,0,0.8939999942779541
5178,Aussie Miracle Moist Conditioner,Aussie,131.37,2.92,1.67,106,26.5,25,6,2,3.26
5179,Caviar blush,Clarins,58.0,2.93,0.0276,25,70.0,3,6,1,0.524870407
5180,Total Control Liquid Foundation,Clinique,1.0,0.016,0.194,12,0.0,0,6,0,0.023
5181,Kosmetik 1,Kosmetik,0.0,0.0,0.0,0,0.0,0,4,0,0.0
5182,120 ml eyelash enhancer,L'Oréal Paris,2.1,0.0225,0.0055,14,0.63,0,8,1,0.0748
5183,L'Oréal Paris Elvive Extraordinary Oil Shampoo,L'Oréal Paris,61.5,1.15,2.63,112,90.8,1,7,3,0.03653524
5184,MANTICA Super Moisturizing Body Milk,MANTICA,7.73,0.105,0.168,30,10.0,2,3,0,0.997
5185,Eye Shadow,LOreal Paris,85.0,0.036773543,4.8964695,19,97.5,2,7,0,0.001549493
5186,Elizabeth Arden LIP GLOSS,Elizabeth Arden,0.9,1.43,0.036,12,77.1,3,4,0,2.05
5187,PRODUCT-NAME,BRAND,1.0,0.0,1.0,11,86.0,0,4,0,0.0
5188,Chlorophyll Pigment,Taros,9.0,7.02,0.0,2,99.4,1,4,0,0.573
5189,Cosmoluxe Face Oil,Lavera,0.0,0.16564551,0.0,136,0.83,15,6,2,0.402182105
5190,Garnier Fructis Colour Illuminating,Garnier,5.4,0.252,1.25,70,0.45,3,7,0,0.163
5191,[Product name] Normalising Cream,[Product name],11.0,0.79040856,3.96,75,82.9,2,4,0,0.59292858
5192,Skin Food Cake Cheeks Mix,The Face Shop,2.7,0.015737847,0.01549987,40,0.1,1,7,0,0.68392279
5193,BODY HELLO PH,REN SKINCARE,45.0,0.459875,0.1575,51,0.0,0,7,0,0.322384
5194,Viva la Juicy,Viva la Juicy,0.0,23.09,51.15,94,0.0,1,4,0,0.5357
5195,john frieda frizz ease 6 effect ultra straightening cream,john frieda,100.0,12.83,5.94,100,88.0,1,1,0,30.98
5196,NIVEA MEN POWERFIT DRY SHAMPOO IN SHOWER FOR MEN (200ML),NIVEA MEN,0.0,0.633,0.0,49,80.0,5,5,1,0.468
5197,COOL SPLASH SOFT WHITENING SUN SCREEN MOISTURIZER SPF 50+,KOSÉ,0.2,2.4,0.202,11,0.4,0,7,0,3.5
5198,LOREAL PARIS REFRESHING MIST WITH ROSE WATER,LOREAL PARIS,1.2,189.28,0.0536,47,0.0,1,10,0,0.65919165
5199,Mascara,L'Oreal Paris,2.8,0.094,0.51,2,96.6,4,8,0,0.036
5200,Pantene Pro-Vitamin Daily Moisture Renewal Shampoo,Pantene,7.8,1.189,0.435,29,79.17,1,5,0,72.84
5201,Perfect Skin,CoverGirl,0.84,0.0064139156,0.016470364,10,0.66039913,0,6,0,0.99420016
5202,Lipstick,MAC,0.82,0.282,0.94,1,0.98,0,8,1,0.868
5203,Elemental Herbology Protect & Illuminate Lip Conditioner,Elemental Herbology,0.0,0.00073,1.64,17,76.0,0,10,0,0.086
5204,Cetaphil Moisturising Hydrating Gel Cream,Cetaphil,2.5,2.33,0.022,30,0.0,15,0,0,0.715
5205,AROMATICA JASMINE SKIN CLEANSER,AROMATICA,26.0,0.13420134,0.5,114,100.0,0,8,0,0.00051221865
5206,SUN SILK,SUN SILK,1.3,0.084,0.017,16,35.41,1,8,2,0.169
5207,Eye shadows,Maybelline,1.488,12.26,0.007,47,74.46,5,4,0,58.68
5208,Olive-Oil Body Lotion,Pura D'or,5.8,0.0747,0.2603,32,0.0,0,7,0,0.1739
5209,EYES & BROWS / EYESHADOW,Dior,1.49,1.36,0.051,21,43.99,2,5,0,0.267
5210,Origins,The Body Shop,130.0,0.309,16.0,99,97.67,0,8,0,0.237
5211,Hair Shampoo,Royalty,17.6,0.0773,0.113,14,0.16,4,4,0,0.0085
5212,L'OCCITANE Immortelle Precious Cleansing Oil,L'OCCITANE,263.0,16.0,0.42,102,95.5,0,7,0,0.235
5213,Eyebrow Tinting Gel,MUD,19.45,0.094,0.04,13,0.63,1,2,0,0.138
5214,Sun Protect Nutri-Defense SPF 35,Bare Minerals,0.0,4.28,94.9,50,57.0,1,2,1,0.625
5215,Honey Nectar Hair Sheen,Yves Rocher,7.29,0.00816,0.215,9,0.0,0,8,0,0.97604381
5216,Jergens Ultra Healing Moisturizer,Jergens,0.0,0.0,0.0,11,0.0,0,10,0,0.0
5217,MUJI Facial Mask Sheet,MUJI,0.7,0.039,0.006,13,0.0,0,8,0,0.044
5218,Garnier Pure Active 3in1 Deep Pore Face Wash,Garnier,2.9,0.168,0.826,25,94.1,1,7,0,0.605
5219,MILKMAID BODY LOTION,MILKMAID,5.0,0.0345,0.00114,32,0.0,0,2,0,0.27483751
5220,Eveline,Eveline,0.3,0.115,0.001,3,0.1609,0,1,0,0.177
5221,Loreal Paris - Elvive Total Repair 5 Damage-Erasing Balm,L'Oréal Paris,1.0,1.63,1.83,100,68.0,21,9,0,0.233008751788594
5222,Shampoo,L'Oreal Paris,10.6,2.71,0.109,90,0.0,1,6,0,0.487
5223,Avon Matte Lipstick,Avon,0.0,0.0,0.0,18,0.0,0,6,0,0.0
5224,Lipstick-11,L'Oréal,2.84,0.0127,0.00122,6,53.93,0,8,1,0.00393
5225,Lakme 9 to 5 Compact Plus,Lakme,0.0,0.0,15.0,7,0.0,0,8,0,0.0
5226,Dry Shampoo,Rahua,13.96,13.51,0.726,25,0.897,2,7,0,0.46
5227,Fruit Fresh Deodorant,PANOA,29.0,0.147,0.011,7,92.0,0,7,0,0.194
5228,Super’n’Smooth Anti-Aging Cream,Naturlie,1.1095,0.0253,1.3593,17,90.0,0,8,0,0.0249672
5229,Cosmos Organic Comfort Hand Cream,Essential Care,6.0,1.813,0.221,173,99.905,0,8,1,0.654
5230,Tony Moly Cosmetic Pure Blossom Beige BB Cream,TONY MOLY,4.0,0.35038651,0.01658393,19,88.0,0,7,0,0.27543357
5231,CATRICE Liquid Liner,CATRICE,0.0,0.001154,0.008,0,90.8875,0,5,1,0.68960509
5232,Facial Moisturizer,JJ,5.614,0.0628,0.5507,18,77.0,4,7,0,0.3743
5233,Arizona Citrus Facial Wash - 500 ml,Arizona,100.0,0.114,0.2,46,0.845,0,1,0,0.194
5234,Staycation Makeup,Maybelline,10.0,0.00687,1.78,108,95.8,0,10,0,0.01313
5235,Bella D'or Secret Seduction Eau de Parfum Spray,Bella D'or,105.0,0.848,4.16,16,100.0,0,7,0,0.122
5236,Pure &amp; Simple,Pure &amp; Simple,0.0,1.564,0.559,11,81.0,17,10,0,31.753
5237,SAMSUNG POSH+,SAMSUNG,1.3,0.042,0.004,13,0.12,52,1,1,0.356
5238,ROSE FACE MIST,LUSH,16.0,0.0279,0.1636,22,0.918,0,9,0,0.2171
5239,Creamy Tapioca Hand Wash,LUSH,0.0,0.0,0.0,120,100.0,1,2,0,0.0
5240,SOLAROYAL Sunscreen Stick SPF50,Solero,1.2,0.67,0.0001369,9,85.0,1,3,0,0.42500007450581057
5241,Maquillage Haute Couture,Dior,39.76,0.593,0.006,1,0.0,3,3,0,0.65
5242,Calorie 60s Extra Smooth Firming Nourishing Cream,CALORIE,0.0,0.513,0.0,21,1.0,1,10,0,0.876
5243,L'Oreal Paris Revitalift Laser X3 Night Cream,L'Oreal Paris,1.3,7.79,5.19,10,75.3,1,6,0,2.938
5244,Alverde,Alverde,0.573,0.0048,1.55,45,95.2,5,5,0,0.246
5245,L'Oréal Paris Elvive Total Repair 5 Shampoo,L'Oréal Paris,15.0,0.932,0.8375,45,0.0,2,1,0,0.266
5246,Anti-Ageing Ultra-Firming Anti-wrinkle Eye Cream,Morrocco Method,11.3,2.4,0.066,26,29.45,13,8,0,1.3
5247,TANJIL KISSSE KAHEEN,TANJIL,1.0,0.08942,0.04461,37,1.0,0,1,0,0.05285
5248,Flash Lift Mascara,CoverGirl,152.0,0.934,0.432,10,78.0,10,8,0,1.146
5249,Bioderma Sensibio H2O Micellar Water,Bioderma,15.0,10.9666667,10.1783333,50,60.1,13,5,0,1.3555555
5250,Mentha Pure Menthol,Mentha,38.4,8.012,1.54,34,98.0,0,4,0,0.0247
5251,Lush H'Suan Wen Hua,Lush,12.0,0.0176,2.9,23,95.0,0,10,0,0.00335
5252,Dry Shampoo,L'Oréal Paris,0.5,0.08,0.01,20,94.79,4,8,0,0.0839
5253,Natural scents,Thierry Mugler,7.0,1.89,1.1,22,94.0,0,7,0,0.19
5254,Rust Dust,Clinique,47.0,0.015,0.024,16,0.002,0,1,0,0.22000000000000022
5255,Soft Cell Foaming Hand Wash,NIVEA,18.0,1.48,0.326,140,5.0,2,4,0,0.433
5256,Anti Aging Eye Cream,Cosmetics Lab,2.0,104.0,1.01,8,0.0,11,1,1,0.9815
5257,Rose & Co Organic Skincare Rosehip Oil,Rose & Co Organic Skincare,17.8,0.0,44.7,100,0.0,5,8,0,0.0
